
4.422623218740490691e-01, 2.026632097544567301e-02, 4.451583144132722492e-01, -2.405905173372890893e+00, -8.288485506240159117e-03, 2.393425169087427751e+00, 1.010719107957070151e-01
4.422623218740490691e-01, 2.026632097544567301e-02, 4.451583144132722492e-01, -2.405905173372890893e+00, -8.288485506240159117e-03, 2.393425169087427751e+00, 1.010719107957070151e-01
4.422623218740490691e-01, 2.026632097544567301e-02, 4.451583144132722492e-01, -2.405905173372890893e+00, -8.288485506240159117e-03, 2.393425169087427751e+00, 1.010719107957070151e-01
4.422623218740490691e-01, 2.026632097544567301e-02, 4.451583144132722492e-01, -2.405905173372890893e+00, -8.288485506240159117e-03, 2.393425169087427751e+00, 1.010719107957070151e-01
4.422623218740490691e-01, 2.026632097544567301e-02, 4.451583144132722492e-01, -2.405905173372890893e+00, -8.288485506240159117e-03, 2.393425169087427751e+00, 1.010719107957070151e-01
4.422623218740490691e-01, 2.026632097544567301e-02, 4.451583144132722492e-01, -2.405905173372890893e+00, -8.288485506240159117e-03, 2.393425169087427751e+00, 1.010719107957070151e-01
4.422623244315064261e-01, 2.026632146712775695e-02, 4.451583116868096934e-01, -2.405905171817902755e+00, -8.288478826061738275e-03, 2.393425164366604907e+00, 1.010719059723105551e-01
4.422623995211111825e-01, 2.026633590339457433e-02, 4.451582316350365942e-01, -2.405905126161838492e+00, -8.288282689086351462e-03, 2.393425025758336933e+00, 1.010717643523818821e-01
4.422625784983251762e-01, 2.026637031235945310e-02, 4.451580408304194880e-01, -2.405905017339923901e+00, -8.287815193629191265e-03, 2.393424695383398859e+00, 1.010714267991329046e-01
4.422628611549302979e-01, 2.026642465387158698e-02, 4.451577394949367550e-01, -2.405904845478769261e+00, -8.287076883568935889e-03, 2.393424173626110818e+00, 1.010708937052691714e-01
4.422632472827084937e-01, 2.026649888778017314e-02, 4.451573278505668863e-01, -2.405904610704986624e+00, -8.286068302784277417e-03, 2.393423460870793829e+00, 1.010701654634962171e-01
4.422637366734417097e-01, 2.026659297393439141e-02, 4.451568061192881509e-01, -2.405904313145187157e+00, -8.284789995153900993e-03, 2.393422557501767134e+00, 1.010692424665196182e-01
4.422643291189119474e-01, 2.026670687218344244e-02, 4.451561745230789291e-01, -2.405903952925980693e+00, -8.283242504556486557e-03, 2.393421463903350865e+00, 1.010681251070448816e-01
4.422650244109010420e-01, 2.026684054237650953e-02, 4.451554332839177119e-01, -2.405903530173979732e+00, -8.281426374870720988e-03, 2.393420180459865154e+00, 1.010668137777775838e-01
4.422658223411909950e-01, 2.026699394436278986e-02, 4.451545826237828241e-01, -2.405903045015794550e+00, -8.279342149975301574e-03, 2.393418707555630576e+00, 1.010653088714232595e-01
4.422667227015637526e-01, 2.026716703799147021e-02, 4.451536227646526456e-01, -2.405902497578036758e+00, -8.276990373748896110e-03, 2.393417045574967261e+00, 1.010636107806874434e-01
4.422677252838012052e-01, 2.026735978311174427e-02, 4.451525539285056121e-01, -2.405901887987317078e+00, -8.274371590070196680e-03, 2.393415194902194898e+00, 1.010617198982756704e-01
4.422688298796854101e-01, 2.026757213957279882e-02, 4.451513763373200483e-01, -2.405901216370246676e+00, -8.271486342817900572e-03, 2.393413155921633173e+00, 1.010596366168935306e-01
4.422700362809982022e-01, 2.026780406722383104e-02, 4.451500902130744453e-01, -2.405900482853436717e+00, -8.268335175870675582e-03, 2.393410929017602662e+00, 1.010573613292465311e-01
4.422713442795215832e-01, 2.026805552591402770e-02, 4.451486957777470721e-01, -2.405899687563497924e+00, -8.264918633107225937e-03, 2.393408514574424384e+00, 1.010548944280402345e-01
4.422727536670374437e-01, 2.026832647549257904e-02, 4.451471932533163645e-01, -2.405898830627042351e+00, -8.261237258406214229e-03, 2.393405912976416694e+00, 1.010522363059801892e-01
4.422742642353277853e-01, 2.026861687580867183e-02, 4.451455828617607580e-01, -2.405897912170679831e+00, -8.257291595646339480e-03, 2.393403124607900612e+00, 1.010493873557719163e-01
4.422758757761744985e-01, 2.026892668671150671e-02, 4.451438648250585772e-01, -2.405896932321022863e+00, -8.253082188706298977e-03, 2.393400149853196712e+00, 1.010463479701209921e-01
4.422775880813594740e-01, 2.026925586805027393e-02, 4.451420393651882579e-01, -2.405895891204681281e+00, -8.248609581464750110e-03, 2.393396989096624239e+00, 1.010431185417329375e-01
4.422794009426648243e-01, 2.026960437967415332e-02, 4.451401067041281245e-01, -2.405894788948266694e+00, -8.243874317800393633e-03, 2.393393642722503767e+00, 1.010396994633133011e-01
4.422813141518723290e-01, 2.026997218143234553e-02, 4.451380670638566683e-01, -2.405893625678389824e+00, -8.238876941591935510e-03, 2.393390111115155872e+00, 1.010360911275676593e-01
4.422833275007640452e-01, 2.027035923317403732e-02, 4.451359206663521584e-01, -2.405892401521662727e+00, -8.233617996718020984e-03, 2.393386394658899352e+00, 1.010322939272015191e-01
4.422854407811218080e-01, 2.027076549474842240e-02, 4.451336677335931413e-01, -2.405891116604695679e+00, -8.228098027057354283e-03, 2.393382493738055228e+00, 1.010283082549204292e-01
4.422876537847276746e-01, 2.027119092600469102e-02, 4.451313084875578308e-01, -2.405889771054100290e+00, -8.222317576488644836e-03, 2.393378408736943186e+00, 1.010241345034299520e-01
4.422899663033635353e-01, 2.027163548679203342e-02, 4.451288431502247178e-01, -2.405888364996487283e+00, -8.216277188890536154e-03, 2.393374140039883802e+00, 1.010197730654356363e-01
4.422923781288112810e-01, 2.027209913695963983e-02, 4.451262719435721271e-01, -2.405886898558467824e+00, -8.209977408141730729e-03, 2.393369688031197207e+00, 1.010152243336430028e-01
4.422948890528528576e-01, 2.027258183635670050e-02, 4.451235950895785498e-01, -2.405885371866652633e+00, -8.203418778120941460e-03, 2.393365053095202644e+00, 1.010104887007576280e-01
4.422974988672703223e-01, 2.027308354483240913e-02, 4.451208128102223660e-01, -2.405883785047653767e+00, -8.196601842706804919e-03, 2.393360235616221132e+00, 1.010055665594850327e-01
4.423002073638454545e-01, 2.027360422223595249e-02, 4.451179253274817893e-01, -2.405882138228081502e+00, -8.189527145778032272e-03, 2.393355235978572804e+00, 1.010004583025307656e-01
4.423030143343603671e-01, 2.027414382841652429e-02, 4.451149328633354219e-01, -2.405880431534547004e+00, -8.182195231213332948e-03, 2.393350054566576901e+00, 1.009951643226003892e-01
4.423059195705968394e-01, 2.027470232322331478e-02, 4.451118356397614773e-01, -2.405878665093661439e+00, -8.174606642891341785e-03, 2.393344691764554444e+00, 1.009896850123994244e-01
